0,1,2,3,4,5,6,7,8,9

1.1798715283729415,1.75170726608229,1.7590439809213876,-0.30575946383494007,1.149448853577603,0.559470739026561,0.05024843038690335,0.29191560999718114,0.8929472102227083,0.8850321583124308
